"hr"
"1" 80
"2" 57
"3" 71
"4" 68
"5" 69
"6" 63
"7" 69
"8" 47
"9" 58
"10" 75
"11" 70
"12" 55
"13" 83
"14" 56
"15" 66
"16" 57
"17" 84
"18" 67
"19" 62
"20" 62
"21" 90
"22" 62
"23" 88
"24" 85
"25" 78
"26" 73
"27" 65
"28" 75
"29" 74
"30" 73
"31" 86
"32" 77
"33" 64
"34" 94
"35" 68
"36" 87
"37" 61
"38" 93
"39" 64
"40" 78
"41" 58
"42" 73
"43" 72
"44" 66
"45" 63
"46" 77
"47" 88
"48" 40
"49" 57
"50" 64
